time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.UTM_easting,.UTM_northing,.Zone,.Letter,.Quality
2022/10/11/16:33:39.876377,105,1665545620,0,GPS1_Frame,42.33636474609375,-71.08854675292969,39.900001525878906,327941.625,4689236.0,19,T,4
2022/10/11/16:33:40.886245,106,1665545621,0,GPS1_Frame,42.336360931396484,-71.08855438232422,39.900001525878906,327941.375,4689235.5,19,T,4
2022/10/11/16:33:41.864849,107,1665545622,0,GPS1_Frame,42.33635711669922,-71.08855438232422,39.900001525878906,327941.125,4689235.5,19,T,4
2022/10/11/16:33:42.895730,108,1665545623,0,GPS1_Frame,42.33635330200195,-71.08855438232422,39.900001525878906,327940.90625,4689235.0,19,T,4
2022/10/11/16:33:43.867007,109,1665545624,0,GPS1_Frame,42.33635330200195,-71.08856201171875,39.900001525878906,327940.5,4689234.5,19,T,4
2022/10/11/16:33:44.881954,110,1665545625,0,GPS1_Frame,42.33634948730469,-71.08856964111328,39.79999923706055,327940.125,4689234.5,19,T,4
2022/10/11/16:33:45.870139,111,1665545626,0,GPS1_Frame,42.33634567260742,-71.08856964111328,39.79999923706055,327939.84375,4689234.0,19,T,4
2022/10/11/16:33:46.870134,112,1665545627,0,GPS1_Frame,42.336341857910156,-71.08857727050781,39.79999923706055,327939.53125,4689233.5,19,T,4
2022/10/11/16:33:47.873352,113,1665545628,0,GPS1_Frame,42.336341857910156,-71.08857727050781,39.79999923706055,327939.28125,4689233.5,19,T,4
2022/10/11/16:33:48.876308,114,1665545629,0,GPS1_Frame,42.33633804321289,-71.08857727050781,39.79999923706055,327938.9375,4689233.0,19,T,4
2022/10/11/16:33:49.854397,115,1665545630,0,GPS1_Frame,42.336334228515625,-71.08858489990234,39.79999923706055,327938.59375,4689232.5,19,T,4
2022/10/11/16:33:50.880541,116,1665545631,0,GPS1_Frame,42.33633041381836,-71.08858489990234,39.900001525878906,327938.28125,4689232.5,19,T,4
2022/10/11/16:33:51.863837,117,1665545632,0,GPS1_Frame,42.336326599121094,-71.08859252929688,39.79999923706055,327937.9375,4689232.0,19,T,4
2022/10/11/16:33:52.880343,118,1665545633,0,GPS1_Frame,42.336326599121094,-71.08859252929688,39.79999923706055,327937.75,4689231.5,19,T,4
2022/10/11/16:33:53.861885,119,1665545634,0,GPS1_Frame,42.33632278442383,-71.0886001586914,39.900001525878906,327937.40625,4689231.5,19,T,4
2022/10/11/16:33:54.873867,120,1665545635,0,GPS1_Frame,42.33631896972656,-71.0886001586914,39.79999923706055,327937.125,4689231.0,19,T,4
